 26.497.909.736.682.200 
 26.686.003.922.690.600 
 26.341.340.011.076.000 
 26.588.893.340.142.700 
 27.535.210.937.218.300 
 25.617.230.800.792.700 
 25.021.658.509.286.400 
 27.469.690.503.827.600 
 25.672.167.947.973.700 
 29.169.855.054.910.200 
 25.255.788.087.977.100 
 27.420.233.323.170.600 
 27.621.834.536.163.100 
 26.135.905.399.757.200 
 27.195.969.475.530.500 
 28.233.682.211.033.400 
 29.968.106.725.416.400 
 28.277.931.101.719.500 
 31.141.458.591.308.200 
 32.332.966.545.807.100 
 32.572.095.879.718.500 
 35.020.984.958.158.500 
 32.676.177.203.000.500 
 34.585.884.134.298.400 
 33.802.696.178.605.700 
 35.319.748.745.010.400 
 34.308.859.068.393.100 
 34.952.258.151.473.700 
 35.886.667.926.858.500 
 34.461.438.847.592.100 
 37.171.166.650.025.100 
 36.525.638.287.755.200 
 35.700.640.161.212.700 
 36.118.148.561.752.100 
 38.327.965.247.029.000 
 35.238.234.975.595.000 
 38.300.974.769.226.800 
 36.512.976.480.715.900 
 35.450.642.985.366.700 
 35.136.142.333.551.900 
 38.565.719.946.350.100 
 35.036.683.734.303.600 
 35.967.022.591.300.100 
 34.523.066.885.858.000 
 31.859.299.723.922.900 
 35.178.381.660.875.900 
 39.571.824.707.758.400 
 36.177.917.259.403.600 
 34.200.566.514.389.000 
 37.447.292.739.653.500 
 36.844.751.392.467.300 
 35.566.309.027.626.700 
 36.857.977.268.565.600 
 36.120.995.449.556.300 
 38.001.392.588.925.300 
 38.837.067.825.314.200 
 39.536.857.641.039.400 
 38.904.589.979.246.800 
 39.047.830.959.183.700 
 38.156.879.675.530.700 
 40.086.712.314.160.600 
 39.023.183.894.981.900 
 39.514.124.725.732.300 
 38.605.421.568.414.200 
 38.388.055.931.300.500 
 43.659.142.768.388.500 
 38.335.335.983.112.200 
 38.389.796.857.708.800 
 39.086.483.976.098.300 
 40.150.927.323.887.200 
 37.914.892.960.059.600 
 38.404.563.608.687.900 
 36.645.987.729.924.600 
 39.112.580.677.794.100 
 37.790.913.090.030.900 
 38.475.896.587.157.800 
 39.350.635.790.014.000 
 38.869.221.886.669.400 
 38.251.461.508.121.700 
 39.825.162.817.736.600 
 38.944.296.590.964.000 
 40.502.034.342.487.300 
 37.678.403.760.676.400 
 42.682.285.439.815.700 
 39.988.002.771.936.100 
 43.565.304.361.691.600 
 44.895.341.297.583.000 
 42.425.927.082.025.600 
 45.202.843.427.491.800 
 44.814.344.808.238.900 
 42.679.526.340.798.100 
 42.127.196.604.510.300 
 42.334.169.003.045.700 
 42.064.543.564.800.500 
 44.809.965.589.855.700 
 41.676.608.959.351.200 
 42.067.818.906.064.600 
 45.314.304.108.325.400 
 42.740.910.995.156.200 
 41.685.247.481.704.600 
 44.216.891.193.475.300 
 45.998.781.030.064.200 
 46.627.123.494.991.400 
 44.635.124.686.717.100 
 40.386.123.221.662.900 
 42.906.113.512.595.100 
 42.809.182.609.876.100 
 44.855.593.134.104.000 
 43.372.795.295.125.800 
 45.886.323.119.371.700 
